ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Romanian-concept_1-1,,Romanian,concept_1,-abil,-abil,a b i l,,Meloni2021,1,,^- a b i l $,default
French-concept_1-1,,French,concept_1,-abl,-abl,a b l,,Meloni2021,1,,^- a b l $,default
Italian-concept_1-1,,Italian,concept_1,-abile,-abile,a b i l e,,Meloni2021,1,,^- a b i l e $,default
Spanish-concept_1-1,,Spanish,concept_1,-aβle,-aβle,a β l e,,Meloni2021,1,,^- a β l e $,default
Portuguese-concept_1-1,,Portuguese,concept_1,-avɛl,-avɛl,a v ɛ l,,Meloni2021,1,,^- a v ɛ l $,default
Latin-concept_1-1,,Latin,concept_1,-aːbɪlɛm,-aːbɪlɛm,aː b ɪ l ɛ m,,Meloni2021,1,,^- aː b ɪ l ɛ m $,default
French-concept_2-1,,French,concept_2,-as,-as,a s,,Meloni2021,2,,^- a s $,default
Italian-concept_2-1,,Italian,concept_2,-atʃɛo,-atʃɛo,a tʃ ɛ o,,Meloni2021,2,,^- a tʃ ɛ o $,default
Spanish-concept_2-1,,Spanish,concept_2,-aθeo,-aθeo,a θ e o,,Meloni2021,2,,^- a θ e o $,default
Portuguese-concept_2-1,,Portuguese,concept_2,-asʊ,-asʊ,a s ʊ,,Meloni2021,2,,^- a s ʊ $,default
Latin-concept_2-1,,Latin,concept_2,-aːkɛʊm,-aːkɛʊm,aː k ɛu m,,Meloni2021,2,,^- aː k ɛʊ m $,default
Romanian-concept_3-1,,Romanian,concept_3,-aje,-aje,a j e,,Meloni2021,3,,^- a j e $,default
French-concept_3-1,,French,concept_3,-aj,-aj,a j,,Meloni2021,3,,^- a j $,default
Italian-concept_3-1,,Italian,concept_3,-aʎa,-aʎa,a ʎ a,,Meloni2021,3,,^- a ʎ a $,default
Spanish-concept_3-1,,Spanish,concept_3,-al,-al,a l,,Meloni2021,3,,^- a l $,default
Portuguese-concept_3-1,,Portuguese,concept_3,-aʎɐ,-aʎɐ,a ʎ ɐ,,Meloni2021,3,,^- a ʎ ɐ $,default
Latin-concept_3-1,,Latin,concept_3,-aːlɛm,-aːlɛm,aː l ɛ m,,Meloni2021,3,,^- aː l ɛ m $,default
Romanian-concept_4-1,,Romanian,concept_4,-an,-an,a n,,Meloni2021,4,,^- a n $,default
